,Title,ID,positive,negative,result_category
0,Guardians of the Galaxy,d96cjJhvlMA,0.7448979591836735,0.2551020408163265,Good
1,Prometheus,HHcHYisZFLU,0.5858585858585859,0.4141414141414141,Average
2,Split,KIpGKumxiGg,0.6020408163265306,0.3979591836734694,Good
3,Suicide Squad,CmRih_VtVAs,0.7628865979381443,0.2371134020618556,Average
4,The Great Wall,avF6GHyyk5c,0.5555555555555556,0.4444444444444444,Average
5,La La Land,0pdqf4P9MB8,0.6122448979591837,0.3877551020408163,Good
6,The Lost City of Z,yqGDNvX1F4g,0.6170212765957447,0.3829787234042553,Good
7,Passengers,7BWWWQzTpNU,0.5959595959595959,0.404040404040404,Average
8,Hidden Figures,5wfrDhgUMGI,0.5979381443298969,0.4020618556701031,Good
9,Rogue One,frdj1zb9sMY,0.7551020408163265,0.2448979591836734,Good
10,Colossal,beuUiUCFIkc,0.8571428571428571,0.1428571428571428,Average
11,Jason Bourne,F4gJsKZvqE4,0.71875,0.28125,Average
12,Lion,-RNI9o06vqo,0.6938775510204082,0.3061224489795918,Good
13,Manchester by the Sea,gsVoD0pTge0,0.6,0.4,Good
14,Independence Day: Resurgence,LbduDRH2m2M,0.6464646464646465,0.3535353535353535,Average
15,Bad Moms,iKCw-kqo3cs,0.4591836734693877,0.5408163265306123,Average
16,Assassin's Creed,4haJD6W136c,0.6914893617021277,0.3085106382978723,Average
17,Why Him?,xOZ2bs9IboU,0.4848484848484848,0.5151515151515151,Average
18,Nocturnal Animals,-H1Ii1LjyFU,0.64,0.36,Good
19,X-Men: Apocalypse,COvnHv42T-A,0.7319587628865979,0.268041237113402,Good
20,Resident Evil: The Final Chapter,79Sd4GtOXuI,0.6632653061224489,0.336734693877551,Average
21,Captain America: Civil War,dKrVegVI0Us,0.71875,0.28125,Good
22,Interstellar,2LqzF5WauAw,0.6530612244897959,0.3469387755102041,Good
23,Doctor Strange,HSzx-zryEgM,0.7525773195876289,0.2474226804123711,Good
24,The Magnificent Seven,q-RBA0xoaWU,0.6020408163265306,0.3979591836734694,Average
25,Sausage Party,RDm_jsvksQQ,0.5473684210526316,0.4526315789473684,Average
26,Moonlight,9NJj12tJzqc,0.7010309278350515,0.2989690721649484,Good
27,The Founder,AX2uz2XYkbo,0.6363636363636364,0.3636363636363636,Good
28,Lowriders,6k0mm_cxzy0,0.5050505050505051,0.494949494949495,Average
29,Pirates of the Caribbean: On Stranger Tides,kvIyBMWSdLs,0.4,0.6,Average
30,Miss Sloane,AMUkfmUu44k,0.5454545454545454,0.4545454545454545,Good
31,Underworld: Blood Wars,rKHL5PyAPzs,0.53,0.47,Average
32,Mother's Day,2BPr217zLps,0.6185567010309279,0.3814432989690721,Average
33,John Wick,qEVUtrk8_B4,0.6185567010309279,0.3814432989690721,Good
34,The Dark Knight,EXeTwQWrcwY,0.7244897959183674,0.2755102040816326,Good
35,Silence,IqrgxZLd_gE,0.6060606060606061,0.3939393939393939,Good
36,Don't Breathe,76yBTNDB6vU,0.48,0.52,Good
37,Me Before You,Eh993__rOxA,0.61,0.39,Good
38,Their Finest,mMh1EvAQOQ8,0.6956521739130435,0.3043478260869565,Average
39,Sully,mjKEXxO2KNE,0.6530612244897959,0.3469387755102041,Good
40,Batman v Superman: Dawn of Justice,0WWzgGyAH6Y,0.6767676767676768,0.3232323232323232,Average
41,Fifty Shades of Grey,SfZWFDs0LxA,0.6326530612244898,0.3673469387755102,Bad
42,The Prestige,RLtaA9fFNXU,0.7959183673469388,0.2040816326530612,Good
43,Kingsman: The Secret Service,kl8F-8tR8to,0.57,0.43,Good
44,Patriots Day,ykwSo64RYao,0.6428571428571429,0.3571428571428571,Good
45,Mad Max: Fury Road,hEJnMQG9ev8,0.7070707070707071,0.2929292929292929,Good
46,Wakefield,E00DODio0Wk,0.6555555555555556,0.3444444444444444,Good
47,Deepwater Horizon,8yASbM8M2vg,0.57,0.43,Good
48,A Monster Calls,WMgm20Di9Wg,0.6868686868686869,0.3131313131313131,Good
49,Collateral Beauty,dpFyds_pS2E,0.6597938144329897,0.3402061855670103,Average
50,Inglourious Basterds,KnrRy6kSFF0,0.7142857142857143,0.2857142857142857,Good
51,Pirates of the Caribbean: Dead Man's Chest,SNA-Ezahmok,0.71875,0.28125,Good
52,Ghostbusters,ahZFCF--uRY,0.5612244897959183,0.4387755102040816,Average
53,Inception,YoHD9XEInc0,0.7835051546391752,0.2164948453608247,Good
54,Captain Fantastic,DHJuC8U8CHU,0.63,0.37,Good
55,The Wolf of Wall Street,iszwuX1AK6A,0.5858585858585859,0.4141414141414141,Good
56,Gone Girl,2-_-1nJf8Vg,0.7070707070707071,0.2929292929292929,Good
57,Furious Seven,Skpu5HaVkOc,0.7578947368421053,0.2421052631578947,Good
58,Jurassic World,RFinNxS5KN4,0.58,0.42,Average
59,Live by Night,CtFZcAuH-qI,0.76,0.24,Average
60,The Hateful Eight,nIOmotayDMY,0.6428571428571429,0.3571428571428571,Good
61,The Accountant,DBfsgcswlYQ,0.7878787878787878,0.2121212121212121,Good
62,Prisoners,2SupordEUpw,0.6565656565656566,0.3434343434343434,Good
63,Warcraft,2Rxoz13Bthc,0.723404255319149,0.2765957446808511,Average
64,The Help,XOTkNsxhECY,0.8292682926829268,0.1707317073170731,Good
65,War Dogs,Rwh9c_E3dJk,0.5368421052631579,0.4631578947368421,Good
66,Avengers: Age of Ultron,tmeOjFno6Do,0.7083333333333334,0.2916666666666667,Good
67,The Nice Guys,GQR5zsLHbYw,0.7755102040816326,0.2244897959183673,Good
68,Kimi no na wa,xU47nhruN-Q,0.6701030927835051,0.3298969072164948,Good
69,The Void,IkmSNt4moNg,0.5959595959595959,0.404040404040404,Average
70,The Departed,iojhqm0JTW4,0.7551020408163265,0.2448979591836734,Good
71,Legend,WVHlrfzLjd4,0.4583333333333333,0.5416666666666666,Average
72,Thor,JOddp-nlNvQ,0.5959595959595959,0.404040404040404,Average
73,The Martian,ej3ioOneTy8,0.6666666666666666,0.3333333333333333,Good
74,The Man from U.N.C.L.E.,4K4Iv_N9Nno,0.63,0.37,Good
75,Hell or High Water,JQoqsKoJVDw,0.696969696969697,0.303030303030303,Good
76,The Comedian,QJit_DU2XhM,0.5428571428571428,0.4571428571428571,Average
77,The Legend of Tarzan,Aj7ty6sViiU,0.62,0.38,Average
78,Ex Machina,bggUmgeMCdc,0.5959595959595959,0.404040404040404,Good
79,The Belko Experiment,jP2Ow2CX6OQ,0.62,0.38,Average
80,12 Years a Slave,z02Ie8wKKRg,0.59,0.41,Good
81,Harry Potter and the Deathly Hallows: Part 2,5NYt1qirBWg,0.73,0.27,Good
82,The Neon Demon,cipOTUO0CmU,0.6391752577319587,0.3608247422680412,Average
83,10 Cloverfield Lane,yQy-ANhnUpE,0.52,0.48,Good
84,Miss Peregrine's Home for Peculiar Children,tV_IhWE4LP0,0.6161616161616161,0.3838383838383838,Average
85,Divergent,sutgWjz10sM,0.68,0.32,Average
86,Mike and Dave Need Wedding Dates,33MtR-g4Jcg,0.71,0.29,Average
87,The Dark Knight Rises,g8evyE9TuYk,0.711340206185567,0.2886597938144329,Good
88,Transformers: Age of Extinction,dYDGqmxMZFI,0.6122448979591837,0.3877551020408163,Average
89,Nerve,2PR9MOPTI7g,0.7474747474747475,0.2525252525252525,Average
90,Mamma Mia!,iCVpJ8x1Tnc,0.6428571428571429,0.3571428571428571,Average
91,The Revenant,LoebZZ8K5N0,0.6770833333333334,0.3229166666666667,Good
92,Fences,spCxVd9ctFs,0.6464646464646465,0.3535353535353535,Good
93,Into the Woods,2Byk9Is3TjY,0.67,0.33,Average
94,The Shallows,EgdxIlSuB70,0.57,0.43,Average
95,Whiplash,oAhvG3wIE_g,0.9090909090909092,0.0909090909090909,Good
96,Furious 6,dKi5XoeTN0k,0.6041666666666666,0.3958333333333333,Good
97,The Place Beyond the Pines,G07pSbHLXgg,0.6161616161616161,0.3838383838383838,Good
98,No Country for Old Men,A0oNrgumrlE,0.7352941176470589,0.2647058823529412,Good
99,The Great Gatsby,4w8lohkQtbY,0.5959595959595959,0.404040404040404,Good
100,Shutter Island,5iaYLCiq5RM,0.66,0.34,Good
101,Diary of a Wimpy Kid,VKhCPUa-glo,0.5263157894736842,0.4736842105263157,Average
102,The Big Short,vgqG3ITMv1Q,0.5353535353535354,0.4646464646464646,Good
103,Room,E_Ci-pAL4eE,0.6565656565656566,0.3434343434343434,Good
104,Ah-ga-ssi,whldChqCsYk,0.7346938775510204,0.2653061224489796,Good
105,The Edge of Seventeen,aw9hlZ2uiII,0.6938775510204082,0.3061224489795918,Good
106,Watchmen,wglmbroElU0,0.7070707070707071,0.2929292929292929,Good
107,Superbad,LvKvus3vCEY,0.6947368421052632,0.3052631578947368,Good
108,Inferno,RH2BD49sEZI,0.48,0.52,Average
109,The Hunger Games,mfmrPu43DF8,0.61,0.39,Good
110,White Girl,7dzrDvaHGEA,0.58,0.42,Average
111,Sicario,Yfhu5JIxnZc,0.65625,0.34375,Good
112,Aliens vs Predator - Requiem,oqLM_21tqyc,0.4705882352941176,0.5294117647058824,Bad
113,Pacific Rim,5guMumPFBag,0.5670103092783505,0.4329896907216495,Average
114,"Crazy, Stupid, Love.",8iCwtxJejik,0.7244897959183674,0.2755102040816326,Good
115,Scott Pilgrim vs. the World,7wd5KEaOtm4,0.6868686868686869,0.3131313131313131,Good
116,Free Fire,oDD3I0uOlqY,0.5656565656565656,0.4343434343434343,Average
117,X-Men: Days of Future Past,pK2zYHWDZKo,0.5154639175257731,0.4845360824742268,Good
118,Casino Royale,36mnx8dBbGE,0.8367346938775511,0.1632653061224489,Good
119,Twilight,QDRLSqm_WVg,0.6161616161616161,0.3838383838383838,Average
120,Now You See Me 2,4I8rVcSQbic,0.61,0.39,Average
121,Woman in Gold,wu9JeTX6Sdw,0.59,0.41,Good
122,13 Hours,4CJBuUwd0Os,0.51,0.49,Good
123,Spectre,ujmoYyEyDP8,0.7142857142857143,0.2857142857142857,Average
124,Nightcrawler,X8kYDQan8bw,0.6464646464646465,0.3535353535353535,Good
125,Her,dJTU48_yghs,0.7216494845360825,0.2783505154639175,Good
126,Tomorrowland,lNzukD8pS_s,0.61,0.39,Average
127,Dawn of the Planet of the Apes,DpSaTrW4leg,0.63,0.37,Good
128,Tropic Thunder,9Pl4JNnqNaE,0.673469387755102,0.3265306122448979,Average
129,The Conjuring 2,VFsmuRPClr4,0.66,0.34,Good
130,Ant-Man,ZlNFpri-Y40,0.6391752577319587,0.3608247422680412,Good
131,Bridget Jones's Baby,mJsvmscPY9w,0.59,0.41,Average
132,The VVitch: A New-England Folktale,iQXmlf3Sefg,0.6767676767676768,0.3232323232323232,Average
133,Forushande,2VBwLOHwio0,1.0,0.0,Good
134,Billy Lynn's Long Halftime Walk,mUULFJ_I048,0.5463917525773195,0.4536082474226804,Average
135,Crimson Peak,6yAbFYbi8XU,0.7171717171717171,0.2828282828282828,Average
136,Drive,KBiOF3y1W0Y,0.6122448979591837,0.3877551020408163,Good
137,Trainwreck,y_KP9x80Z9Q,0.6122448979591837,0.3877551020408163,Average
138,Spotlight,EwdCIpbTN5g,0.6161616161616161,0.3838383838383838,Good
139,Morgan,rqmHSR0bFU8,0.6224489795918368,0.3775510204081632,Average
140,Warrior,I5kzcwcQA1Q,0.673469387755102,0.3265306122448979,Good
141,Captain America: The First Avenger,JerVrbLldXw,0.6363636363636364,0.3636363636363636,Average
142,Into the Wild,XZG1FzyB8DI,0.68,0.32,Good
143,The Imitation Game,nuPZUUED5uk,0.6632653061224489,0.336734693877551,Good
144,Central Intelligence,MxEw3elSJ8M,0.7291666666666666,0.2708333333333333,Average
145,Edge of Tomorrow,vw61gCe2oqI,0.5319148936170213,0.4680851063829787,Good
146,A Cure for Wellness,JF1rLFCdewU,0.6464646464646465,0.3535353535353535,Average
147,Snowden,QlSAiI3xMh4,0.66,0.34,Good
148,Iron Man,8ugaeA-nMTc,0.6464646464646465,0.3535353535353535,Good
149,Allegiant,tE8LEPSTK6A,0.4285714285714285,0.5714285714285714,Average
150,X: First Class,UrbHykKUfTM,0.6464646464646465,0.3535353535353535,Good
151,Raw (II),gFlXVX2af_Y,0.4897959183673469,0.5102040816326531,Good
152,Paterson,m8pGJBgiiDU,0.71,0.29,Good
153,Bridesmaids,FNppLrmdyug,0.6565656565656566,0.3434343434343434,Average
154,San Andreas,23VflsU3kZE,0.5555555555555556,0.4444444444444444,Average
155,Spring Breakers,imDML4om8z8,0.5979381443298969,0.4020618556701031,Average
156,Transformers,WWWDskI46Js,0.6263736263736264,0.3736263736263736,Good
157,Thor: The Dark World,npvJ9FTgZbM,0.7446808510638298,0.2553191489361702,Average
158,Gods of Egypt,IJBnK2wNQSo,0.5858585858585859,0.4141414141414141,Average
159,Captain America: The Winter Soldier,7SlILk2WMTI,0.6565656565656566,0.3434343434343434,Good
160,Monster Trucks,Fd0GdvApn-o,0.6631578947368421,0.3368421052631579,Average
161,Kick-Ass,2rpXHqnGDXo,0.6494845360824743,0.3505154639175257,Good
162,Hardcore Henry,96EChBYVFhU,0.6477272727272727,0.3522727272727273,Average
163,It Follows,HkZYbOH0ujw,0.6,0.4,Average
164,The Girl with the Dragon Tattoo,DqQe3OrsMKI,0.55,0.45,Good
165,We're the Millers,0Vsy5KzsieQ,0.64,0.36,Average
166,American Honey,y1SpWZm1PLc,0.6458333333333334,0.3541666666666667,Average
167,The Lobster,LTNZmOJxuAc,0.5959595959595959,0.404040404040404,Good
168,Predators,uzqYqoVoU74,0.7575757575757576,0.2424242424242424,Average
169,Maleficent,w-XO4XiRop0,0.62,0.38,Average
170,Pan's Labyrinth,AcHasH-nLhU,0.711340206185567,0.2886597938144329,Good
171,A Kind of Murder,12zoi09mRoE,0.75,0.25,Average
172,Apocalypto,ngWBddVNVZs,0.7857142857142857,0.2142857142857142,Good
173,Mission: Impossible - Rogue Nation,gOW_azQbOjw,0.62,0.38,Good
174,The Huntsman: Winter's War,_W65ndip7MM,0.4897959183673469,0.5102040816326531,Average
175,The Perks of Being a Wallflower,n5rh7O4IDc0,0.7474747474747475,0.2525252525252525,Good
176,Jackie,g9pW3B8Ycc4,0.696969696969697,0.303030303030303,Average
177,The Disappointments Room,O7a-hmoh6Jw,0.44,0.56,Bad
178,The Grand Budapest Hotel,1Fg5iWmQjwk,0.5894736842105263,0.4105263157894737,Good
179,Fury,DNHuK1rteF4,0.63,0.37,Good
180,Percy Jackson & the Olympians: The Lightning Thief,rNhV8dk6W2M,0.4747474747474747,0.5252525252525253,Average
181,Children of Men,2VT2apoX90o,0.67,0.33,Good
182,20th Century Women,6JnFaltqnAY,0.59,0.41,Good
183,Spy,ltijEmlyqlg,0.6020408163265306,0.3979591836734694,Good
184,The Intouchables,34WIbmXkewU,0.65,0.35,Good
185,Kynodontas,yQdjxQN4ieg,0.6410256410256411,0.358974358974359,Good
186,Straight Outta Compton,-F5WcFPDzko,0.7346938775510204,0.2653061224489796,Good
187,The Amazing Spider-Man 2,nbp3Ra3Yp74,0.5833333333333334,0.4166666666666667,Average
188,The Conjuring,k10ETZ41q5o,0.68,0.32,Good
189,The Hangover,tcdUhdOlz9M,0.6808510638297872,0.3191489361702128,Good
190,Battleship,JpoabtbEJOI,0.48,0.52,Average
191,Rise of the Planet of the Apes,VzDt7uBBIOI,0.711864406779661,0.288135593220339,Good
192,Lights Out,6LiKKFZyhRU,0.6464646464646465,0.3535353535353535,Average
193,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,TZMCfZq3qc4,0.6666666666666666,0.3333333333333333,Good
194,Birdman or (The Unexpected Virtue of Ignorance),uJfLoE6hanc,0.5757575757575758,0.4242424242424242,Good
195,Black Swan,5jaI1XOB-bs,0.673469387755102,0.3265306122448979,Good
196,Knock Knock,BHV0lsAqiS8,0.5212765957446809,0.4787234042553192,Bad
197,Dirty Grandpa,q1zlkaPpMsA,0.54,0.46,Average
198,Cloud Atlas,ByehYal_cCs,0.5714285714285714,0.4285714285714285,Good
199,X-Men Origins: Wolverine,8IxT7WFL6Ec,0.7419354838709677,0.2580645161290322,Average
200,The Hobbit: An Unexpected Journey,SDnYMbYB-nU,0.5918367346938775,0.4081632653061224,Good
201,21 Jump Street,RLoKtb4c4W0,0.7070707070707071,0.2929292929292929,Good
202,Sing Street,jYk2Vx1z6lk,0.61,0.39,Good
203,Oblivion,XmIIgE7eSak,0.6868686868686869,0.3131313131313131,Average
204,22 Jump Street,qP755JkDxyM,0.7244897959183674,0.2755102040816326,Good
205,Zodiac,yNncHPl1UXg,0.6868686868686869,0.3131313131313131,Good
206,Everybody Wants Some!!,y6raUs0CiCQ,0.5555555555555556,0.4444444444444444,Average
207,Iron Man Three,YLorLVa95Xo,0.7373737373737373,0.2626262626262626,Good
208,Now You See Me,KzJNYYkkhzc,0.59,0.41,Good
209,Sherlock Holmes,J7nJksXDBWc,0.7272727272727273,0.2727272727272727,Good
210,The Danish Girl,d88APYIGkjk,0.64,0.36,Average
211,Hercules,HydiAICZq6I,0.5319148936170213,0.4680851063829787,Average
212,Sucker Punch,9k10AzCcMOM,0.6777777777777778,0.3222222222222222,Average
213,Keeping Up with the Joneses,nPfYXXg65qA,0.5858585858585859,0.4141414141414141,Average
214,Jupiter Ascending,gQHKolIqBGs,0.63,0.37,Average
215,Busanhaeng,1ovgxN2VWNc,0.7142857142857143,0.2857142857142857,Good
216,Pitch Perfect,8dItOM6eYXY,0.5959595959595959,0.404040404040404,Good
217,Neighbors 2: Sorority Rising,X2i9Zz_AqTg,0.7142857142857143,0.2857142857142857,Average
218,Man of Steel,T6DJcgm3wNY,0.6736842105263158,0.3263157894736842,Good
219,The Choice,nWPM1jTnuuo,0.404040404040404,0.5959595959595959,Average
220,Ice Age: Collision Course,Ohq6NmKMja8,0.5555555555555556,0.4444444444444444,Average
221,The Devil Wears Prada,6ZOZwUQKu3E,0.5959595959595959,0.404040404040404,Average
222,The Infiltrator,N7_M4hjXW1I,0.6161616161616161,0.3838383838383838,Good
223,There Will Be Blood,FeSLPELpMeM,0.68,0.32,Good
224,The Equalizer,VjctHUEmutw,0.6666666666666666,0.3333333333333333,Good
225,Lone Survivor,yoLFk4JK_RM,0.5510204081632653,0.4489795918367347,Good
226,The Cabin in the Woods,NsIilFNNmkY,0.52,0.48,Average
227,The House Bunny,i-RmuzppVuM,0.6868686868686869,0.3131313131313131,Average
228,She's Out of My League,3F0XwZex1jQ,0.6868686868686869,0.3131313131313131,Average
229,Inherent Vice,wZfs22E7JmI,0.7474747474747475,0.2525252525252525,Average
230,The Fast and the Furious: Tokyo Drift,p8HQ2JLlc4E,0.5913978494623656,0.4086021505376344,Average
231,How to Be Single,akwGjUeU6YA,0.55,0.45,Average
232,The Blind Side,gvqj_Tk_kuM,0.7938144329896907,0.2061855670103092,Good
233,La vie d'Adèle,_krVNLB4N9A,0.5454545454545454,0.4545454545454545,Good
234,The Babadook,k5WQZzDRVtw,0.53,0.47,Average
235,The Hobbit: The Battle of the Five Armies,iVAgTiBrrDA,0.7040816326530612,0.2959183673469387,Good
236,Harry Potter and the Order of the Phoenix,y6ZW7KXaXYk,0.73,0.27,Good
237,Snowpiercer,nX5PwfEMBM0,0.59,0.41,Average
238,The 5th Wave,kmxLybfGNC4,0.7551020408163265,0.2448979591836734,Average
239,The Visit,YfQnRjkuvaY,0.53,0.47,Average
240,Fast Five,vcn2GOuZCKI,0.4343434343434343,0.5656565656565656,Good
241,Step Up,ZgnmCqA25-o,0.6565656565656566,0.3434343434343434,Average
242,Lovesong,UqUcDru8plY,0.65,0.35,Average
243,RocknRolla,TdpR8VuvbCM,0.6391752577319587,0.3608247422680412,Good
244,In Time,YRSBiTF3wNw,0.6836734693877551,0.3163265306122449,Average
245,The Social Network,lB95KLmpLR4,0.55,0.45,Good
246,The Last Witch Hunter,xsuG2JUgs_8,0.6464646464646465,0.3535353535353535,Average
247,Victor Frankenstein,7pxZxY_Siyc,0.75,0.25,Average
248,A Street Cat Named Bob,s13Fnj8LzD8,0.5212765957446809,0.4787234042553192,Good
249,Green Room,Q8XSARX3DQg,0.55,0.45,Average
250,Blackhat,Qn2g9qGbH_k,0.6326530612244898,0.3673469387755102,Average
251,American Sniper,99k3u9ay1gs,0.5757575757575758,0.4242424242424242,Good
252,Dallas Buyers Club,KDvPcBeOn8E,0.6842105263157895,0.3157894736842105,Good
253,Lincoln,KJVuqYkI2jQ,0.6914893617021277,0.3085106382978723,Good
254,Rush,4XA73ni9eVs,0.6464646464646465,0.3535353535353535,Good
255,Silver Linings Playbook,kVS-6k2tQAA,0.7040816326530612,0.2959183673469387,Good
256,The Fault in Our Stars,9ItBvH5J6ss,0.8080808080808081,0.1919191919191919,Good
257,Blended,8MuWt2X59fo,0.53,0.47,Average
258,Fast & Furious,ZsJz2TJAPjw,0.6526315789473685,0.3473684210526316,Average
259,Looper,2iQuhsmtfHw,0.5858585858585859,0.4141414141414141,Good
260,White House Down,WfaTlmYvTA8,0.4242424242424242,0.5757575757575758,Average
261,Pete's Dragon,fPOamb6d_20,0.48,0.52,Average
262,Spider-Man 3,e5wUilOeOmg,0.7582417582417582,0.2417582417582417,Average
263,The Three Musketeers,TYic5JxgTMc,0.5773195876288659,0.422680412371134,Average
264,Stardust,-wwv427DAvA,0.7052631578947368,0.2947368421052631,Good
265,American Hustle,NqgjPRNRDSY,0.54,0.46,Good
266,Jennifer's Body,C8azftM5puI,0.6020408163265306,0.3979591836734694,Average
267,Midnight in Paris,FAfR8omt-CY,0.7676767676767676,0.2323232323232323,Good
268,Joy,uR-2TiQVY-k,0.5858585858585859,0.4141414141414141,Average
269,The Dressmaker,DMEu-1CIB_I,0.6122448979591837,0.3877551020408163,Good
270,Café Society,-1yDgVpHH8U,0.7931034482758621,0.2068965517241379,Average
271,Insurgent,IR-l_TSjlEo,0.5104166666666666,0.4895833333333333,Average
272,Seventh Son,TXiNkOjM7oM,0.45,0.55,Average
273,The Theory of Everything,Salz7uGp72c,0.63,0.37,Good
274,This Is the End,kliQSsD_npo,0.7777777777777778,0.2222222222222222,Average
275,About Time,T7A810duHvw,0.7040816326530612,0.2959183673469387,Good
276,Clown,GkwHXxcBr1A,0.5757575757575758,0.4242424242424242,Average
277,Star Trek Into Darkness,QAEkuVgt6Aw,0.6428571428571429,0.3571428571428571,Good
278,Zombieland,8m9EVP8X7N8,0.6122448979591837,0.3877551020408163,Good
279,"Hail, Caesar!",kMqeoW3XRa0,0.5,0.5,Average
280,Slumdog Millionaire,AIzbwV7on6Q,0.7878787878787878,0.2121212121212121,Good
281,The Twilight Saga: Breaking Dawn - Part 2,Ocz50YJOFTM,0.494949494949495,0.5050505050505051,Average
282,The Amazing Spider-Man,-tnxzJ0SSOw,0.5959595959595959,0.404040404040404,Average
283,Ben-Hur,gLJdzky63BA,0.5670103092783505,0.4329896907216495,Average
284,Sleight,ORL1d7GWoBc,0.53,0.47,Average
285,The Maze Runner,AwwbhhjQ9Xk,0.6666666666666666,0.3333333333333333,Average
286,Criminal,3bvnoqsvY-M,0.6082474226804123,0.3917525773195876,Average
287,Wanted,edpEspHOeVU,0.6565656565656566,0.3434343434343434,Average
288,Florence Foster Jenkins,qth6y8SrXNY,0.53125,0.46875,Average
289,Collide,C8QSfaoSSD0,0.5,0.5,Average
290,Black Mass,R_F-lVhSfx8,0.6767676767676768,0.3232323232323232,Average
291,Creed,Uv554B7YHk4,0.696969696969697,0.303030303030303,Good
292,Swiss Army Man,yrK1f4TsQfM,0.7157894736842105,0.2842105263157894,Good
293,The Expendables 3,4xD0junWlFc,0.5757575757575758,0.4242424242424242,Average
294,What We Do in the Shadows,IAZEWtyhpes,0.84,0.16,Good
295,Southpaw,Mh2ebPxhoLs,0.5151515151515151,0.4848484848484848,Good
296,Bridge of Spies,mBBuzHrZBro,0.5252525252525253,0.4747474747474747,Good
297,Everest,5ZQVpPiOji0,0.6185567010309279,0.3814432989690721,Good
298,Pixels,XAHprLW48no,0.4545454545454545,0.5454545454545454,Average
299,Robin Hood,zwPn9ZnbCo0,0.3571428571428571,0.6428571428571429,Average
300,The Wolverine,u1VCP3O8wG0,0.6226415094339622,0.3773584905660377,Average
301,John Carter,nlvYKl1fjBI,0.51,0.49,Average
302,Keanu,K9zy27apgI8,0.7216494845360825,0.2783505154639175,Average
303,The Gunman,Ug9xufczPVE,0.4545454545454545,0.5454545454545454,Average
304,Steve Jobs,aEr6K1bwIVs,0.6122448979591837,0.3877551020408163,Good
305,Grown Ups 2,Sq5CIH0duMk,0.6530612244897959,0.3469387755102041,Average
306,The Age of Adaline,7UzSekc0LoQ,0.66,0.34,Good
307,The Incredible Hulk,xbqNb2PFKKA,0.5567010309278351,0.4432989690721649,Average
308,Couples Retreat,X4j_NTFos9c,0.494949494949495,0.5050505050505051,Average
309,Magic Mike,Dd0XPRo4LZQ,0.51,0.49,Average
310,The Best of Me,cQszhfoP_WI,0.4329896907216495,0.5670103092783505,Average
311,The Invitation,5bL1ftuxgOE,0.53125,0.46875,Average
312,The Hunger Games: Mockingjay - Part 2,n-7K_OjsDCQ,0.7525773195876289,0.2474226804123711,Average
313,Vacation,kleG7XCqOb4,0.51,0.49,Average
314,Taken,XK9zL0ze9O4,0.6170212765957447,0.3829787234042553,Good
